num_date_time,answer
1_20220825 00,746.9807971191407
1_20220825 01,710.5061987304688
1_20220825 02,680.4101959228516
1_20220825 03,654.7451956176758
1_20220825 04,742.800002746582
1_20220825 05,907.6037973022461
1_20220825 06,1044.6516012573243
1_20220825 07,1251.3564013671876
1_20220825 08,1538.833801879883
1_20220825 09,1883.3837109375
1_20220825 10,2335.9638049316404
1_20220825 11,2314.639225463867
1_20220825 12,2222.810394897461
1_20220825 13,2254.047000732422
1_20220825 14,2230.685400390625
1_20220825 15,2159.216393432617
1_20220825 16,2327.1755920410155
1_20220825 17,2412.910192871094
1_20220825 18,2066.096395263672
1_20220825 19,1818.2033935546874
1_20220825 20,1596.645196533203
1_20220825 21,1303.2233074951173
1_20220825 22,978.6149273681641
1_20220825 23,885.0055053710937
1_20220826 00,731.4422955322266
1_20220826 01,707.1158953857422
1_20220826 02,678.824096069336
1_20220826 03,678.8648962402344
1_20220826 04,811.4471990966797
1_20220826 05,1014.9791995239258
1_20220826 06,1072.4684985351562
1_20220826 07,1221.042299194336
1_20220826 08,1495.4555993652343
1_20220826 09,1833.7169116210937
1_20220826 10,2339.90401184082
1_20220826 11,2311.9632153320313
1_20220826 12,2397.734404296875
1_20220826 13,2492.6730139160154
1_20220826 14,2494.193406982422
1_20220826 15,2462.0796130371095
1_20220826 16,2540.663992919922
1_20220826 17,2373.938992919922
1_20220826 18,2191.416578979492
1_20220826 19,1823.27009765625
1_20220826 20,1719.0624017333985
1_20220826 21,1390.1520159912109
1_20220826 22,982.9067987060547
1_20220826 23,879.2273956298828
1_20220827 00,730.3757998657227
1_20220827 01,695.9586016845703
1_20220827 02,651.4637966918946
1_20220827 03,622.9307962036132
1_20220827 04,632.2769970703125
1_20220827 05,666.3318014526367
1_20220827 06,688.0919979858398
1_20220827 07,788.0286065673828
1_20220827 08,911.5547970581055
1_20220827 09,1149.1175985717773
1_20220827 10,1348.9343991088867
1_20220827 11,1424.9831948852539
1_20220827 12,1492.72979888916
1_20220827 13,1518.9827969360351
1_20220827 14,1525.9067916870117
1_20220827 15,1558.213182067871
1_20220827 16,1555.649387512207
1_20220827 17,1554.8969891357422
1_20220827 18,1509.6173965454102
1_20220827 19,1455.1482037353517
1_20220827 20,1375.334400024414
1_20220827 21,1222.6763989257813
1_20220827 22,922.4819952392578
1_20220827 23,829.6967993164062
1_20220828 00,708.7614010620117
1_20220828 01,689.438498840332
1_20220828 02,646.3423049926757
1_20220828 03,602.9154028320313
1_20220828 04,613.2660009765625
1_20220828 05,667.4130014038086
1_20220828 06,676.2648001098632
1_20220828 07,787.1214059448242
1_20220828 08,917.7505966186524
1_20220828 09,1157.6477981567382
1_20220828 10,1410.7908013916015
1_20220828 11,1472.261401977539
1_20220828 12,1567.4195928955078
1_20220828 13,1601.6244046020508
1_20220828 14,1612.588803100586
1_20220828 15,1682.4060137939452
1_20220828 16,1672.425005493164
1_20220828 17,1656.2904022216796
1_20220828 18,1615.7328143310547
1_20220828 19,1550.7804083251954
1_20220828 20,1462.7651971435546
1_20220828 21,1343.5295965576172
1_20220828 22,893.953193359375
1_20220828 23,815.9333990478516
1_20220829 00,749.5571997070313
1_20220829 01,720.1136965942383
1_20220829 02,698.9564987182617
1_20220829 03,685.9743023681641
1_20220829 04,763.2714044189453
1_20220829 05,922.4213928222656
1_20220829 06,1025.9628033447266
1_20220829 07,1326.0555010986327
1_20220829 08,1473.2945068359375
1_20220829 09,1736.2494073486328
1_20220829 10,2048.189701538086
1_20220829 11,2115.706804199219
1_20220829 12,2156.692803955078
1_20220829 13,2140.354501953125
1_20220829 14,2246.84458984375
1_20220829 15,2325.160799560547
1_20220829 16,2297.6329943847654
1_20220829 17,2193.1871868896483
1_20220829 18,1919.2121789550781
1_20220829 19,1793.2122943115235
1_20220829 20,1573.7577026367187
1_20220829 21,1312.3334075927735
1_20220829 22,948.2886987304687
1_20220829 23,855.4727996826172
1_20220830 00,723.2375909423828
1_20220830 01,694.6424911499023
1_20220830 02,683.2901956176757
1_20220830 03,660.1931954956054
1_20220830 04,766.8242941284179
1_20220830 05,905.0151916503906
1_20220830 06,1063.3247955322265
1_20220830 07,1110.328798828125
1_20220830 08,1452.1989001464844
1_20220830 09,1704.8597985839845
1_20220830 10,1962.130806274414
1_20220830 11,2030.5518176269532
1_20220830 12,1981.032901611328
1_20220830 13,2015.4840112304687
1_20220830 14,2031.0414135742187
1_20220830 15,2173.877404785156
1_20220830 16,2130.1668090820312
1_20220830 17,2129.9022021484375
1_20220830 18,1866.1112969970702
1_20220830 19,1820.067001953125
1_20220830 20,1588.676196899414
1_20220830 21,1318.9188140869142
1_20220830 22,985.312494506836
1_20220830 23,875.219404296875
1_20220831 00,744.1019961547852
1_20220831 01,705.9257940673829
1_20220831 02,691.8797955322266
1_20220831 03,672.2543966674805
1_20220831 04,814.1598010253906
1_20220831 05,961.8407940673828
1_20220831 06,1152.1193939208983
1_20220831 07,1222.5863989257812
1_20220831 08,1447.3525024414062
1_20220831 09,1832.0360986328126
1_20220831 10,2175.513907470703
1_20220831 11,2247.1836206054686
1_20220831 12,2404.3451916503905
1_20220831 13,2340.9791931152345
1_20220831 14,2487.1276000976563
1_20220831 15,2484.942596435547
1_20220831 16,2365.678790893555
1_20220831 17,2370.281995239258
1_20220831 18,2043.460785522461
1_20220831 19,1932.681587524414
1_20220831 20,1601.9657983398438
1_20220831 21,1312.2601049804687
1_20220831 22,1013.6823260498047
1_20220831 23,908.43669921875
2_20220825 00,796.6542053222656
2_20220825 01,770.3633969116211
2_20220825 02,766.8413961791993
2_20220825 03,779.891996459961
2_20220825 04,859.4616015625
2_20220825 05,1010.9549969482422
2_20220825 06,1133.9669952392578
