building_number,date_sin,hour_cos,work_time,hour_sin,holiday,weekday_cos,discomfort_mean,particular,CDH,temperature_mean,discomfort,weekday_sin,CDH_mean,solar_power_capacity,target
10,-1.9851178887098104,1.33004283830802,0,5.347266061767533e-17,0,1.2546424415167268,-0.09993824488395497,0,0.050112321172216985,0.053241388135807206,-2.0118889518013834,-0.6086003570073906,0.2389271956651736,-0.5773148912509799,8.23900193831779
10,-1.9851178887098104,1.2785768246856613,0,0.38973269059157717,0,1.2546424415167268,-0.09993824488395497,0,-0.12465285954734652,0.053241388135807206,-1.9607371093790669,-0.6086003570073906,0.2389271956651736,-0.5773148912509799,8.260451490671093
10,-1.9851178887098104,1.1279957826076095,0,0.7505606904304012,0,1.2546424415167268,-0.09993824488395497,0,-0.2969907460902495,0.053241388135807206,-2.014396606388458,-0.6086003570073906,0.2389271956651736,-0.5773148912509799,8.287145863785232
10,-1.9851178887098104,0.8894676191023629,0,1.0557230374466893,0,1.2546424415167268,-0.09993824488395497,0,-0.43777380833656454,0.053241388135807206,-1.8483237683624683,-0.6086003570073906,0.2389271956651736,-0.5773148912509799,8.288232754780463
10,-1.9851178887098104,0.5806828768633666,0,1.2825872363870894,0,1.2546424415167268,-0.09993824488395497,0,-0.5737022822295584,0.053241388135807206,-1.784525874154324,-0.6086003570073906,0.2389271956651736,-0.5773148912509799,8.25721966685131
10,-1.9851178887098104,0.224542707626285,0,1.414327807450844,0,1.2546424415167268,-0.09993824488395497,0,-0.7193399328291947,0.053241388135807206,-1.8613003419563294,-0.6086003570073906,0.2389271956651736,-0.5773148912509799,8.13767649242167
10,-1.9851178887098104,-0.15253960148943155,1,1.4411741551551653,0,1.2546424415167268,-0.09993824488395497,0,-0.8746867601354733,0.053241388135807206,-1.8936555528606256,-0.6086003570073906,0.2389271956651736,-0.5773148912509799,8.075744365428067
10,-1.9851178887098104,-0.5225975806534509,1,1.3611352087046924,0,1.2546424415167268,-0.09993824488395497,0,-0.9911968806151823,0.053241388135807206,-1.6352449810280303,-0.6086003570073906,0.2389271956651736,-0.5773148912509799,8.0475862834662
10,-1.9851178887098104,-0.8581857224537855,1,1.180147090603841,0,1.2546424415167268,-0.09993824488395497,0,-1.0664430000916612,0.053241388135807206,-1.3030849344626523,-0.6086003570073906,0.2389271956651736,-0.5773148912509799,8.147450376427603
10,-1.9851178887098104,-1.1344149896267002,0,0.9116328616066037,0,1.2546424415167268,-0.09993824488395497,0,-1.0761521767983036,0.053241388135807206,-0.8167292791905807,-0.6086003570073906,0.2389271956651736,-0.5773148912509799,8.158229916959494
10,-1.9851178887098104,-1.330798721090793,0,0.5755069937068438,0,1.2546424415167268,-0.09993824488395497,0,-1.153825590451443,0.053241388135807206,-0.9674184826293869,-0.6086003570073906,0.2389271956651736,-0.5773148912509799,8.162482032275028
10,-1.9851178887098104,-1.4327720338791632,0,0.1966984048531593,0,1.2546424415167268,-0.09993824488395497,0,-1.1926622972780125,0.053241388135807206,-0.8117570815566109,-0.6086003570073906,0.2389271956651736,-0.5773148912509799,8.165215768258559
10,-1.9851178887098104,-1.4327720338791632,0,-0.1966984048531582,0,1.2546424415167268,-0.09993824488395497,0,-1.066443000091661,0.053241388135807206,-0.998052824554876,-0.6086003570073906,0.2389271956651736,-0.5773148912509799,8.179984683814055
10,-1.9851178887098104,-1.3307987210907928,0,-0.5755069937068438,0,1.2546424415167268,-0.09993824488395497,0,-0.9232326436686854,0.053241388135807206,-0.8894692253575075,-0.6086003570073906,0.2389271956651736,-0.5773148912509799,8.198111263023106
10,-1.9851178887098104,-1.1344149896267004,0,-0.9116328616066034,0,1.2546424415167268,-0.09993824488395497,0,-0.7727404047157277,0.053241388135807206,-0.8610856650921938,-0.6086003570073906,0.2389271956651736,-0.5773148912509799,8.244439139548692
10,-1.9851178887098104,-0.8581857224537857,0,-1.1801470906038407,0,1.2546424415167268,-0.09993824488395497,0,-0.6440938133527158,0.053241388135807206,-0.8173094886688227,-0.6086003570073906,0.2389271956651736,-0.5773148912509799,8.228038034508113
10,-1.9851178887098104,-0.5225975806534511,0,-1.3611352087046924,0,1.2546424415167268,-0.09993824488395497,0,-0.5591385171695947,0.053241388135807206,-0.9254098793533546,-0.6086003570073906,0.2389271956651736,-0.5773148912509799,8.20167115866737
10,-1.9851178887098104,-0.15253960148943096,0,-1.4411741551551656,0,1.2546424415167268,-0.09993824488395497,0,-0.4693286326331525,0.053241388135807206,-0.6910573432547833,-0.6086003570073906,0.2389271956651736,-0.5773148912509799,8.189888405019683
10,-1.9851178887098104,0.2245427076262844,0,-1.4143278074508443,0,1.2546424415167268,-0.09993824488395497,0,-0.4013643956866556,0.053241388135807206,-0.9268217822942139,-0.6086003570073906,0.2389271956651736,-0.5773148912509799,8.147311419990224
10,-1.9851178887098104,0.5806828768633658,0,-1.2825872363870898,0,1.2546424415167268,-0.09993824488395497,0,-0.39650980733333435,0.053241388135807206,-1.2586548996799023,-0.6086003570073906,0.2389271956651736,-0.5773148912509799,8.275600496433498
10,-1.9851178887098104,0.8894676191023629,0,-1.0557230374466893,0,1.2546424415167268,-0.09993824488395497,0,-0.4304919258065828,0.053241388135807206,-1.3705652727277478,-0.6086003570073906,0.2389271956651736,-0.5773148912509799,8.356348154296253
10,-1.9851178887098104,1.1279957826076095,0,-0.7505606904304012,0,1.2546424415167268,-0.09993824488395497,0,-0.5300109870496676,0.053241388135807206,-1.4834905632839706,-0.6086003570073906,0.2389271956651736,-0.5773148912509799,8.336994180427341
10,-1.9851178887098104,1.2785768246856608,0,-0.3897326905915784,0,1.2546424415167268,-0.09993824488395497,0,-0.5906933414661827,0.053241388135807206,-1.525032124874731,-0.6086003570073906,0.2389271956651736,-0.5773148912509799,8.340666014730607
10,-1.9851178887098104,1.33004283830802,0,-3.003380169595417e-16,0,1.2546424415167268,-0.09993824488395497,0,-0.6999215794159097,0.053241388135807206,-1.6211906189296952,-0.6086003570073906,0.2389271956651736,-0.5773148912509799,8.33284718680994
10,-0.33149389153914505,1.33004283830802,0,5.347266061767533e-17,0,0.2986238150545373,-0.09993824488395497,0,0.30983279807490155,0.053241388135807206,0.12629255068366071,1.3910377431300396,0.2389271956651736,-0.5773148912509799,8.358938100003886
10,-0.33149389153914505,1.2785768246856613,0,0.38973269059157717,0,0.2986238150545373,-0.09993824488395497,0,0.23215938442176215,0.053241388135807206,0.03805759845075221,1.3910377431300396,0.2389271956651736,-0.5773148912509799,8.355897043428108
10,-0.33149389153914505,1.1279957826076095,0,0.7505606904304012,0,0.2986238150545373,-0.09993824488395497,0,0.1423494998853198,0.053241388135807206,-0.007126888285128824,1.3910377431300396,0.2389271956651736,-0.5773148912509799,8.344780776508385
10,-0.33149389153914505,0.8894676191023629,0,1.0557230374466893,0,0.2986238150545373,-0.09993824488395497,0,0.04768502699555626,0.053241388135807206,-0.09962988299575212,1.3910377431300396,0.2389271956651736,-0.5773148912509799,8.305464244917282
10,-0.33149389153914505,0.5806828768633666,0,1.2825872363870894,0,0.2986238150545373,-0.09993824488395497,0,-0.03241568083424362,0.053241388135807206,-0.021400400712709943,1.3910377431300396,0.2389271956651736,-0.5773148912509799,8.29748373683631
10,-0.33149389153914505,0.224542707626285,0,1.414327807450844,0,0.2986238150545373,-0.09993824488395497,0,-0.12465285954734656,0.053241388135807206,-0.13509092110710938,1.3910377431300396,0.2389271956651736,-0.5773148912509799,8.189355568987361
10,-0.33149389153914505,-0.15253960148943155,1,1.4411741551551653,0,0.2986238150545373,-0.09993824488395497,0,-0.2435902742037162,0.053241388135807206,-0.696390600037754,1.3910377431300396,0.2389271956651736,-0.5773148912509799,8.143970659644824
10,-0.33149389153914505,-0.5225975806534509,1,1.3611352087046924,0,0.2986238150545373,-0.09993824488395497,0,-0.3139818053268737,0.053241388135807206,-0.21138577302462253,1.3910377431300396,0.2389271956651736,-0.5773148912509799,8.152854671434985
10,-0.33149389153914505,-0.8581857224537855,1,1.180147090603841,0,0.2986238150545373,-0.09993824488395497,0,-0.343109335446801,0.053241388135807206,-0.17905211789041514,1.3910377431300396,0.2389271956651736,-0.5773148912509799,8.256347772918016
10,-0.33149389153914505,-1.1344149896267002,0,0.9116328616066037,0,0.2986238150545373,-0.09993824488395497,0,-0.3358274529168192,0.053241388135807206,0.3194573990837714,1.3910377431300396,0.2389271956651736,-0.5773148912509799,8.340207772083112
10,-0.33149389153914505,-1.330798721090793,0,0.5755069937068438,0,0.2986238150545373,-0.09993824488395497,0,-0.2969907460902495,0.053241388135807206,0.544584065584048,1.3910377431300396,0.2389271956651736,-0.5773148912509799,8.475070351162934
10,-0.33149389153914505,-1.4327720338791632,0,0.1966984048531593,0,0.2986238150545373,-0.09993824488395497,0,-0.23630839167373438,0.053241388135807206,0.7161733844387714,1.3910377431300396,0.2389271956651736,-0.5773148912509799,8.516168666770048
10,-0.33149389153914505,-1.4327720338791632,0,-0.1966984048531582,0,0.2986238150545373,-0.09993824488395497,0,-0.15620768384393444,0.053241388135807206,0.9035109896580291,1.3910377431300396,0.2389271956651736,-0.5773148912509799,8.469648651135156
10,-0.33149389153914505,-1.3307987210907928,0,-0.5755069937068438,0,0.2986238150545373,-0.09993824488395497,0,-0.05183403424752839,0.053241388135807206,0.9515498196165909,1.3910377431300396,0.2389271956651736,-0.5773148912509799,8.45166858425561
10,-0.33149389153914505,-1.1344149896267004,0,-0.9116328616066034,0,0.2986238150545373,-0.09993824488395497,0,0.08409443964546551,0.053241388135807206,1.1256899045985689,1.3910377431300396,0.2389271956651736,-0.5773148912509799,8.438565482160083
10,-0.33149389153914505,-0.8581857224537857,0,-1.1801470906038407,0,0.2986238150545373,-0.09993824488395497,0,0.21274103100847755,0.053241388135807206,0.9602727212461324,1.3910377431300396,0.2389271956651736,-0.5773148912509799,8.425498866522226
