building_number,cooling_area,work_time,total_area,hour_cos,holiday,low_day,solar_power_capacity,hour_sin,building_type_Hospital,date_sin,building_type_Research Institute,building_type_Commercial,discomfort,sensory_temperature,sy_en,weekday_sin,weekday_cos,answer
16,0.25259306678548343,0,0.6031848704175097,1.3300418679777637,0,0,0.3563988598884451,5.347278682340761e-17,0,-1.8410184828075484,0,0,-0.36331923672441274,-0.4494304093017618,1,0.6135662212740141,1.2740833866896897,1312.1153508146197
16,0.25259306678548343,0,0.6031848704175097,1.2785758919023387,0,0,0.3563988598884451,0.3897324062628249,0,-1.8410184828075484,0,0,-0.43670042905374257,-0.4387861810523479,1,0.6135662212740141,1.2740833866896897,1221.354629410456
16,0.25259306678548343,0,0.6031848704175097,1.1279949596804033,0,0,0.3563988598884451,0.7505601428602594,0,-1.8410184828075484,0,0,-0.43670042905374257,-0.5383736419145487,1,0.6135662212740141,1.2740833866896897,1225.0401501181855
16,0.25259306678548343,0,0.6031848704175097,0.889466970192931,0,0,0.3563988598884451,1.0557222672459305,0,-1.8410184828075484,0,0,-0.6037496399096094,-0.36169042383100425,1,0.6135662212740141,1.2740833866896897,1218.0781476199527
16,0.25259306678548343,0,0.6031848704175097,0.5806824532272636,0,0,0.3563988598884451,1.2825863006779805,0,-1.8410184828075484,0,0,-0.7274694810467406,-0.6653696834607105,1,0.6135662212740141,1.2740833866896897,1277.838256345364
16,0.25259306678548343,1,0.6031848704175097,0.22454254381157412,0,0,0.3563988598884451,1.4143267756306492,0,-1.8410184828075484,0,0,-0.8192704681229135,-0.85881161735716,1,0.6135662212740141,1.2740833866896897,2518.9651495883936
16,0.25259306678548343,1,0.6031848704175097,-0.15253949020445148,0,0,0.3563988598884451,1.4411731037492679,0,-1.8410184828075484,0,0,-0.8403404981912438,0.33884778432874,1,0.6135662212740141,1.2740833866896897,3754.7654803523683
16,0.25259306678548343,1,0.6031848704175097,-0.5225971993933666,0,0,0.3563988598884451,1.361134215691058,0,-1.8410184828075484,0,0,-0.3449785534797025,-0.20950996697361615,1,0.6135662212740141,1.2740833866896897,4090.4370777669437
16,0.25259306678548343,1,0.6031848704175097,-0.8581850963660022,0,0,0.3563988598884451,1.180146229629748,0,-1.8410184828075484,0,0,0.18763172348654483,-0.15628047442094484,1,0.6135662212740141,1.2740833866896897,4210.717886713686
16,0.25259306678548343,1,0.6031848704175097,-1.1344141620163735,0,0,0.3563988598884451,0.9116321965265621,0,-1.8410184828075484,0,0,0.8198196481887297,0.5955853336569925,1,0.6135662212740141,1.2740833866896897,4052.9365827771417
16,0.25259306678548343,1,0.6031848704175097,-1.3307977502090833,0,0,0.3563988598884451,0.5755065738467976,0,-1.8410184828075484,0,0,1.327272467476402,1.1236951134808872,1,0.6135662212740141,1.2740833866896897,4105.700781709148
16,0.25259306678548343,1,0.6031848704175097,-1.4327709886030147,0,0,0.3563988598884451,0.19669826135220755,0,-1.8410184828075484,0,0,1.9283827570903198,1.733652641946346,1,0.6135662212740141,1.2740833866896897,4055.484924737878
16,0.25259306678548343,1,0.6031848704175097,-1.4327709886030147,0,0,0.3563988598884451,-0.19669826135220647,0,-1.8410184828075484,0,0,2.144583944221978,2.0601157650090376,1,0.6135662212740141,1.2740833866896897,3986.892344667294
16,0.25259306678548343,1,0.6031848704175097,-1.330797750209083,0,0,0.3563988598884451,-0.5755065738467977,0,-1.8410184828075484,0,0,2.52774204545701,2.348301096732083,1,0.6135662212740141,1.2740833866896897,3954.319258297655
16,0.25259306678548343,1,0.6031848704175097,-1.1344141620163735,0,0,0.3563988598884451,-0.9116321965265618,0,-1.8410184828075484,0,0,2.3417957337914275,2.4199716990554236,1,0.6135662212740141,1.2740833866896897,3958.745158853022
16,0.25259306678548343,1,0.6031848704175097,-0.8581850963660024,0,0,0.3563988598884451,-1.1801462296297478,0,-1.8410184828075484,0,0,2.2363902053982945,2.7387347688549792,1,0.6135662212740141,1.2740833866896897,3963.893858014195
16,0.25259306678548343,1,0.6031848704175097,-0.5225971993933669,0,0,0.3563988598884451,-1.3611342156910577,0,-1.8410184828075484,0,0,2.3761274886674677,2.276846578495492,1,0.6135662212740141,1.2740833866896897,3956.605225220214
16,0.25259306678548343,1,0.6031848704175097,-0.1525394902044509,0,0,0.3563988598884451,-1.441173103749268,0,-1.8410184828075484,0,0,2.1144108173081104,1.8374722713224245,1,0.6135662212740141,1.2740833866896897,3936.3213917868025
16,0.25259306678548343,1,0.6031848704175097,0.22454254381157351,0,0,0.3563988598884451,-1.4143267756306495,0,-1.8410184828075484,0,0,1.8151003601347209,1.4180958551359029,1,0.6135662212740141,1.2740833866896897,3804.3608298249587
16,0.25259306678548343,1,0.6031848704175097,0.5806824532272628,0,0,0.3563988598884451,-1.282586300677981,0,-1.8410184828075484,0,0,1.424632356102516,1.1721436398638665,1,0.6135662212740141,1.2740833866896897,3764.1393680330657
16,0.25259306678548343,1,0.6031848704175097,0.889466970192931,0,0,0.3563988598884451,-1.0557222672459305,0,-1.8410184828075484,0,0,1.2422750695837417,0.9300305245355077,1,0.6135662212740141,1.2740833866896897,3645.034505458788
16,0.25259306678548343,1,0.6031848704175097,1.1279949596804033,0,0,0.3563988598884451,-0.7505601428602594,0,-1.8410184828075484,0,0,1.098761530612711,0.8390021700124003,1,0.6135662212740141,1.2740833866896897,3237.3650455620586
16,0.25259306678548343,1,0.6031848704175097,1.2785758919023382,0,0,0.3563988598884451,-0.3897324062628261,0,-1.8410184828075484,0,0,0.9959271260389286,0.6986725147987697,1,0.6135662212740141,1.2740833866896897,2261.087140510543
16,0.25259306678548343,0,0.6031848704175097,1.3300418679777637,0,0,0.3563988598884451,-3.003376326318943e-16,0,-1.8410184828075484,0,0,1.0562549205161669,0.9470615071810936,1,0.6135662212740141,1.2740833866896897,1378.1786471017613
16,0.25259306678548343,0,0.6031848704175097,1.3300418679777637,0,0,0.3563988598884451,5.347278682340761e-17,0,-0.960924698177575,0,0,0.8780351655589969,1.2046077265459103,1,1.378670784732708,0.314672609947628,1370.9335152290987
16,0.25259306678548343,0,0.6031848704175097,1.2785758919023387,0,0,0.3563988598884451,0.3897324062628249,0,-0.960924698177575,0,0,1.0814624821460979,0.841154737719134,1,1.378670784732708,0.314672609947628,1251.0301757193665
16,0.25259306678548343,0,0.6031848704175097,1.1279949596804033,0,0,0.3563988598884451,0.7505601428602594,0,-0.960924698177575,0,0,1.1242301601996845,0.7382515299280272,1,1.378670784732708,0.314672609947628,1251.2560035050608
16,0.25259306678548343,0,0.6031848704175097,0.889466970192931,0,0,0.3563988598884451,1.0557222672459305,0,-0.960924698177575,0,0,1.007044929138811,0.5526409156462527,1,1.378670784732708,0.314672609947628,1248.4785026595514
16,0.25259306678548343,0,0.6031848704175097,0.5806824532272636,0,0,0.3563988598884451,1.2825863006779805,0,-0.960924698177575,0,0,0.8756090794935555,0.48450855901105844,1,1.378670784732708,0.314672609947628,1323.3411431367867
16,0.25259306678548343,1,0.6031848704175097,0.22454254381157412,0,0,0.3563988598884451,1.4143267756306492,0,-0.960924698177575,0,0,0.5020261070667961,0.2439670180574915,1,1.378670784732708,0.314672609947628,3189.346590951701
16,0.25259306678548343,1,0.6031848704175097,-0.15253949020445148,0,0,0.3563988598884451,1.4411731037492679,0,-0.960924698177575,0,0,0.004019201133911347,0.019027669596888012,1,1.378670784732708,0.314672609947628,4134.474966393239
16,0.25259306678548343,1,0.6031848704175097,-0.5225971993933666,0,0,0.3563988598884451,1.361134215691058,0,-0.960924698177575,0,0,-0.06097617196922802,0.048580616176463545,1,1.378670784732708,0.314672609947628,4268.646761570014
16,0.25259306678548343,1,0.6031848704175097,-0.8581850963660022,0,0,0.3563988598884451,1.180146229629748,0,-0.960924698177575,0,0,0.1488301687399412,0.2730948872588491,1,1.378670784732708,0.314672609947628,4435.314229831019
16,0.25259306678548343,1,0.6031848704175097,-1.1344141620163735,0,0,0.3563988598884451,0.9116321965265621,0,-0.960924698177575,0,0,0.8293631323961501,0.8971074388173249,1,1.378670784732708,0.314672609947628,4194.071819833801
16,0.25259306678548343,1,0.6031848704175097,-1.3307977502090833,0,0,0.3563988598884451,0.5755065738467976,0,-0.960924698177575,0,0,1.082258871267581,1.196275247052434,1,1.378670784732708,0.314672609947628,4215.773213416616
16,0.25259306678548343,1,0.6031848704175097,-1.4327709886030147,0,0,0.3563988598884451,0.19669826135220755,0,-0.960924698177575,0,0,1.5715424155651645,1.7737853744590506,1,1.378670784732708,0.314672609947628,4191.097159959741
16,0.25259306678548343,1,0.6031848704175097,-1.4327709886030147,0,0,0.3563988598884451,-0.19669826135220647,0,-0.960924698177575,0,0,1.8967908972381842,2.015701483235638,1,1.378670784732708,0.314672609947628,4145.104763755788
16,0.25259306678548343,1,0.6031848704175097,-1.330797750209083,0,0,0.3563988598884451,-0.5755065738467977,0,-0.960924698177575,0,0,1.863901608751053,2.239361169088638,1,1.378670784732708,0.314672609947628,4124.280676402368
16,0.25259306678548343,1,0.6031848704175097,-1.1344141620163735,0,0,0.3563988598884451,-0.9116321965265618,0,-0.960924698177575,0,0,2.098736191685312,2.602529656318092,1,1.378670784732708,0.314672609947628,4111.679676947952
16,0.25259306678548343,1,0.6031848704175097,-0.8581850963660024,0,0,0.3563988598884451,-1.1801462296297478,0,-0.960924698177575,0,0,2.1454752671460176,2.5273155386259725,1,1.378670784732708,0.314672609947628,4106.733664255594
16,0.25259306678548343,1,0.6031848704175097,-0.5225971993933669,0,0,0.3563988598884451,-1.3611342156910577,0,-0.960924698177575,0,0,1.7787934547554074,1.833276915825731,1,1.378670784732708,0.314672609947628,4097.747184900193
16,0.25259306678548343,1,0.6031848704175097,-0.1525394902044509,0,0,0.3563988598884451,-1.441173103749268,0,-0.960924698177575,0,0,1.5215202127659018,1.603546938415473,1,1.378670784732708,0.314672609947628,4060.1746769860674
16,0.25259306678548343,1,0.6031848704175097,0.22454254381157351,0,0,0.3563988598884451,-1.4143267756306495,0,-0.960924698177575,0,0,1.169568962072618,1.1229561826220562,1,1.378670784732708,0.314672609947628,3814.120637943045
16,0.25259306678548343,1,0.6031848704175097,0.5806824532272628,0,0,0.3563988598884451,-1.282586300677981,0,-0.960924698177575,0,0,0.8293868658467903,0.6847916425891714,1,1.378670784732708,0.314672609947628,3768.3618600203645
16,0.25259306678548343,1,0.6031848704175097,0.889466970192931,0,0,0.3563988598884451,-1.0557222672459305,0,-0.960924698177575,0,0,0.5329929860520742,0.5463328734945754,1,1.378670784732708,0.314672609947628,3362.5463263054216
16,0.25259306678548343,1,0.6031848704175097,1.1279949596804033,0,0,0.3563988598884451,-0.7505601428602594,0,-0.960924698177575,0,0,0.5962690025088345,0.5593451283787126,1,1.378670784732708,0.314672609947628,3119.4864559846437
16,0.25259306678548343,1,0.6031848704175097,1.2785758919023382,0,0,0.3563988598884451,-0.3897324062628261,0,-0.960924698177575,0,0,0.5249077905339906,0.5268605473616739,1,1.378670784732708,0.314672609947628,2221.5791563022162
16,0.25259306678548343,0,0.6031848704175097,1.3300418679777637,0,0,0.3563988598884451,-3.003376326318943e-16,0,-0.960924698177575,0,0,0.2296109235688643,0.993446765029527,1,1.378670784732708,0.314672609947628,1354.5512856235498
16,0.25259306678548343,0,0.6031848704175097,1.3300418679777637,1,0,0.3563988598884451,5.347278682340761e-17,0,-0.24050534480280758,0,0,-0.01207735250026331,0.8245179958164207,1,1.1056081275288276,-0.8816930602364556,1339.4131174960394
16,0.25259306678548343,0,0.6031848704175097,1.2785758919023387,1,0,0.3563988598884451,0.3897324062628249,0,-0.24050534480280758,0,0,0.04963225621424704,0.18615922289415307,1,1.1056081275288276,-0.8816930602364556,1234.3651731421348
16,0.25259306678548343,0,0.6031848704175097,1.1279949596804033,1,0,0.3563988598884451,0.7505601428602594,0,-0.24050534480280758,0,0,0.055038208860062936,0.8667501881196967,1,1.1056081275288276,-0.8816930602364556,1235.5777305354372
16,0.25259306678548343,0,0.6031848704175097,0.889466970192931,1,0,0.3563988598884451,1.0557222672459305,0,-0.24050534480280758,0,0,-0.17587771766849744,0.7189375150582297,1,1.1056081275288276,-0.8816930602364556,1226.9200659657445
