building_number,total_area,work_time,hour_sin,cooling_area,date_sin,ma_dis_5,CDH,hour_cos,target
32,-0.9774891162246574,0,5.3466324594175566e-17,-0.6388408743271854,-0.478767904097459,-0.16163554418661083,-0.2925438202451472,1.3300915491254477,9.212649703416531
32,-0.9774891162246574,0,0.38974696396485364,-0.6388408743271854,-0.478767904097459,-0.37057762404112815,-0.3690321683862609,1.278623650637789,9.209051541791254
32,-0.9774891162246574,0,0.7505881785861545,-0.6388408743271854,-0.478767904097459,-0.514865663656378,-0.44278878980804925,1.128037093755674,9.205368030349625
32,-0.9774891162246574,0,1.0557617017141572,-0.6388408743271854,-0.478767904097459,-0.6486781478535785,-0.530204044826465,0.8895001945153902,9.202542043903108
32,-0.9774891162246574,0,1.2826342092144312,-0.6388408743271854,-0.478767904097459,-0.7607252916779855,-0.6094241196869042,0.5807041434998863,9.19876159592557
32,-0.9774891162246574,0,1.414379605078342,-0.6388408743271854,-0.478767904097459,-0.6881741571020161,-0.6886441945473434,0.22455093116504662,9.195405398407773
32,-0.9774891162246574,0,1.4412269359897463,-0.6388408743271854,-0.478767904097459,-0.6373883628988344,-0.7705959961271082,-0.1525451880227861,9.197084905173734
32,-0.9774891162246574,0,1.3611850582333118,-0.6388408743271854,-0.478767904097459,-0.5648372283228651,-0.8361574373909201,-0.5226167200034078,9.198834431789981
32,-0.9774891162246574,0,1.1801903117150074,-0.6388408743271854,-0.478767904097459,-0.47052075337410226,-0.8744016114614769,-0.8582171522144234,9.203267417502301
32,-0.9774891162246574,0,0.9116662487882257,-0.6388408743271854,-0.478767904097459,-0.29253682342509646,-0.8443526175488967,-1.1344565358685625,9.212865181959293
32,-0.9774891162246574,0,0.5755280707843964,-0.6388408743271854,-0.478767904097459,-0.07229928454240857,-0.7787911762850848,-1.3308474595912907,9.211499699696029
32,-0.9774891162246574,0,0.1967056086362217,-0.6388408743271854,-0.478767904097459,0.16114425494931173,-0.6941076479859946,-1.4328245069987864,9.212434178432758
32,-0.9774891162246574,0,-0.1967056086362206,-0.6388408743271854,-0.478767904097459,0.3964164672481778,-0.5110819577911865,-1.4328245069987866,9.213798386147474
32,-0.9774891162246574,0,-0.5755280707843964,-0.6388408743271854,-0.478767904097459,0.627458657807646,-0.30893418056110034,-1.3308474595912905,9.215662185970158
32,-0.9774891162246574,0,-0.9116662487882253,-0.6388408743271854,-0.478767904097459,0.7641592453788915,-0.09585949645371204,-1.1344565358685628,9.220591647639928
32,-0.9774891162246574,0,-1.1801903117150074,-0.6388408743271854,-0.478767904097459,0.8886520639731923,0.12267864109232722,-0.8582171522144236,9.221304050605157
32,-0.9774891162246574,0,-1.3611850582333118,-0.6388408743271854,-0.478767904097459,0.9855701015879694,0.3357533251997155,-0.522616720003408,9.219450746204137
32,-0.9774891162246574,0,-1.4412269359897465,-0.6388408743271854,-0.478767904097459,1.0509273216411557,0.5515597360264294,-0.15254518802278552,9.217951334977517
32,-0.9774891162246574,0,-1.4143796050783422,-0.6388408743271854,-0.478767904097459,1.0502367058469697,0.7427806063792137,0.224550931165046,9.217308041291776
32,-0.9774891162246574,0,-1.2826342092144316,-0.6388408743271854,-0.478767904097459,1.039145513462153,0.9148793896967196,0.5807041434998855,9.215877016433945
32,-0.9774891162246574,0,-1.0557617017141572,-0.6388408743271854,-0.478767904097459,0.9447678395785786,1.026880185189065,0.8895001945153902,9.216807415499092
