building_number,work_time,total_area,cooling_area,hour_cos,hour_sin,date_sin,temperature,discomfort,weekday_sin,holiday,discomfort_mean,CDH_mean,temperature_mean,weekday_cos,ma_dis_3,humidity,windspeed,ma_dis_5,sensory_temperature,answer
37,0,0.44077933822413057,1.2220025989913224,1.3298769015439247,5.349423788004327e-17,-1.8407901394730648,0.4813329792798083,71.7898,0.6134901200370134,0,70.62560917,-31.825,22.40833333,1.27392536084259,71.7898,-0.37281652848663344,0.45625357601104677,71.7898,25.39706282,1055.0498822738748
37,0,0.44077933822413057,1.2220025989913224,1.2784173088454005,0.3896840673595424,-1.8407901394730648,0.3227917764192907,71.0284,0.6134901200370134,0,70.62560917,-31.825,22.40833333,1.27392536084259,71.4091,-0.37281652848663344,-0.7590315036543258,71.4091,25.20162023,1069.8844327839647
37,0,0.44077933822413057,1.2220025989913224,1.1278550533283052,0.7504670501290152,-1.8407901394730648,0.22766705470297993,70.81675,0.6134901200370134,0,70.62560917,-31.825,22.40833333,1.27392536084259,71.21165,-0.18249033921617203,-0.19813069765492317,71.21165,24.69978758,1066.5173609607732
37,0,0.44077933822413057,1.2220025989913224,0.8893566487078541,1.05559132494873,-1.8407901394730648,0.03741761127035953,70.11262,0.6134901200370134,0,70.62560917,-31.825,22.40833333,1.27392536084259,70.65259,0.007835850054289401,-0.3850976329880573,70.9368925,24.13601813,1055.7845292199358
37,0,0.44077933822413057,1.2220025989913224,0.5806104305971443,1.2824272202059859,-1.8407901394730648,-0.05770711044595123,69.56514,0.6134901200370134,0,70.62560917,-31.825,22.40833333,1.27392536084259,70.16483667,-0.0556062130358644,-0.6655480359877587,70.662542,23.9424,1036.3088992442347
37,0,0.44077933822413057,1.2220025989913224,0.22451469357348175,1.4141513552547236,-1.8407901394730648,-0.12112359159015804,69.53404,0.6134901200370134,0,70.62560917,-31.825,22.40833333,1.27392536084259,69.73726667,0.19816203932475082,-0.10464722998835597,70.21139,23.51968159,995.1798876828424
37,0,0.44077933822413057,1.2220025989913224,-0.15252057057768875,1.4409943535961989,-1.8407901394730648,-0.152831832162262,69.5824,0.6134901200370134,0,70.62560917,-31.825,22.40833333,1.27392536084259,69.56052667,0.38848822859521226,0.5497370436776136,69.92219,23.23140034,1327.4121655509648
37,1,0.44077933822413057,1.2220025989913224,-0.522532381135839,1.3609653928419712,-1.8407901394730648,-0.0894153510180552,69.83889,0.6134901200370134,0,70.62560917,-31.825,22.40833333,1.27392536084259,69.65177667,0.32504616550505844,-0.29161416532149037,69.726618,23.6876124,2437.9474088954476
37,1,0.44077933822413057,1.2220025989913224,-0.8580786548032716,1.179999854903047,-1.8407901394730648,0.10083409241456633,70.74014,0.6134901200370134,0,70.62560917,-31.825,22.40833333,1.27392536084259,70.05381,0.2616041024149046,0.45625357601104677,69.852122,24.11148869,3877.851721131926
37,1,0.44077933822413057,1.2220025989913224,-1.1342734594841346,0.9115191258661065,-1.8407901394730648,0.22766705470297993,71.06194,0.6134901200370134,0,70.62560917,-31.825,22.40833333,1.27392536084259,70.54699,0.007835850054289401,0.6432205113441807,70.151482,24.50232933,4742.8475191904845
