building_number,total_area,work_time,hour_cos,hour_sin,cooling_area,date_sin,solar_power_capacity,weekday_cos,temperature,ess_capacity,discomfort_mean,weekday_sin,discomfort,ma_dis_3,CDH_mean,temperature_mean,CDH,ma_dis_5,particular,answer
1,0.5054727077747759,0,1.3299522148456704,5.348444597277101e-17,0.28241545420913083,-1.8408943867076346,-0.649488870003544,1.27399750550875,0.5499069695600407,-0.3074919163852741,0.4752676866014548,0.6135248630771185,0.6190432898049384,0.6288175892842546,0.7918187131473372,0.2852129636803612,1.6434099364857573,0.6467005761321176,0,1306.9520100316856
1,0.5054727077747759,0,1.2784897078985957,0.38970613586356523,0.28241545420913083,-1.8408943867076346,-0.649488870003544,1.27399750550875,0.3728044565676581,-0.3074919163852741,0.4752676866014548,0.6135248630771185,0.41157793496531403,0.5230457049121849,0.7918187131473372,0.2852129636803612,1.5328944348649394,0.5377532705464777,0,1158.6077592108581
1,0.5054727077747759,0,1.1279189257723323,0.7505095504170741,0.28241545420913083,-1.8408943867076346,-0.649488870003544,1.27399750550875,0.26654294877222834,-0.3074919163852741,0.4752676866014548,0.6135248630771185,0.35390779791276866,0.4681871323635541,0.7918187131473372,0.2852129636803612,1.4113273830820396,0.4812477662441841,0,1142.4568136808477
1,0.5054727077747759,0,0.8894070145616907,1.0556511049688857,0.28241545420913083,-1.8408943867076346,-0.649488870003544,1.27399750550875,0.05401993318137,-0.3074919163852741,0.4752676866014548,0.6135248630771185,0.16204730368736264,0.3128605506008833,0.7918187131473372,0.2852129636803612,1.267657230974977,0.40261869003076967,0,1144.4372267499148
1,0.5054727077747759,0,0.5806433116017737,1.2824998463476187,0.28241545420913083,-1.8408943867076346,-0.649488870003544,1.27399750550875,-0.05224157461405979,-0.3074919163852741,0.4752676866014548,0.6135248630771185,0.012870612765902338,0.1773454762041097,0.7918187131473372,0.2852129636803612,1.112935528705832,0.32410608755881687,0,1123.4146678088525
1,0.5054727077747759,0,0.22452740824116552,1.414231441169151,0.28241545420913083,-1.8408943867076346,-0.649488870003544,1.27399750550875,-0.12308257981101256,-0.3074919163852741,0.4752676866014548,0.6135248630771185,0.004396522228062397,0.058551453086259496,0.7918187131473372,0.2852129636803612,0.9508461263286324,0.19499709147378175,0,1210.5092931626061
1,0.5054727077747759,0,-0.15252920808973294,1.4410759596775167,0.28241545420913083,-1.8408943867076346,-0.649488870003544,1.27399750550875,-0.15850308240948957,-0.3074919163852741,0.4752676866014548,0.6135248630771185,0.017573596775008554,0.009446848820646529,0.7918187131473372,0.2852129636803612,0.7850728738974058,0.11223491449619828,0,1433.7436069756286
1,0.5054727077747759,1,-0.5225619730769027,1.3610424667404508,0.28241545420913083,-1.8408943867076346,-0.649488870003544,1.27399750550875,-0.0876620772125368,-0.3074919163852741,0.4752676866014548,0.6135248630771185,0.08746168301458765,0.03479931650898768,0.7918187131473372,0.2852129636803612,0.6266673215742335,0.05626684922697222,0,1917.369317242966
1,0.5054727077747759,1,-0.858127249328506,1.180066680400228,0.28241545420913083,-1.8408943867076346,-0.649488870003544,1.27399750550875,0.12486093837832278,-0.3074919163852741,0.4752676866014548,0.6135248630771185,0.3330331973949538,0.14649835221814725,0.7918187131473372,0.2852129636803612,0.4903648695752251,0.09218311568407532,0,2897.4392487806235
1,0.5054727077747759,1,-1.1343376954139543,0.9115707468205693,0.28241545420913083,-1.8408943867076346,-0.649488870003544,1.27399750550875,0.26654294877222834,-0.3074919163852741,0.4752676866014548,0.6135248630771185,0.4207168737640026,0.2835211468979901,0.7918187131473372,0.2852129636803612,0.3687978177923254,0.17785284355409783,0,3180.594773437873
1,0.5054727077747759,1,-1.3307080461258018,0.5754677811079117,0.28241545420913083,-1.8408943867076346,-0.649488870003544,1.27399750550875,0.5499069695600407,-0.3074919163852741,0.4752676866014548,0.6135248630771185,0.7411819098559794,0.5057115628949203,0.7918187131473372,0.2852129636803612,0.2767015664416439,0.3326175421496441,0,3215.3951360642086
1,0.5054727077747759,1,-1.4326744108863296,0.1966850026604068,0.28241545420913083,-1.8408943867076346,-0.649488870003544,1.27399750550875,0.7270094825524233,-0.3074919163852741,0.4752676866014548,0.6135248630771185,0.9296146208348889,0.7084812940544246,0.7918187131473372,0.2852129636803612,0.20302456536109872,0.5241953836291539,0,3215.7315421024673
1,0.5054727077747759,1,-1.4326744108863296,-0.19668500266040573,0.28241545420913083,-1.8408943867076346,-0.649488870003544,1.27399750550875,0.6561684773554705,-0.3074919163852741,0.4752676866014548,0.6135248630771185,0.9958923630350343,0.9039754448847166,0.7918187131473372,0.2852129636803612,0.21407611552318065,0.7150148579959745,0,3199.385212394561
1,0.5054727077747759,1,-1.3307080461258016,-0.5754677811079119,0.28241545420913083,-1.8408943867076346,-0.649488870003544,1.27399750550875,0.3728044565676581,-0.3074919163852741,0.4752676866014548,0.6135248630771185,0.7116043366121614,0.893922439901905,0.7918187131473372,0.2852129636803612,0.21407611552318065,0.7945352301990026,0,3202.0510019825033
1,0.5054727077747759,1,-1.1343376954139543,-0.9115707468205689,0.28241545420913083,-1.8408943867076346,-0.649488870003544,1.27399750550875,0.19570194357527554,-0.3074919163852741,0.4752676866014548,0.6135248630771185,0.5952558909639887,0.7802785573563782,0.7918187131473372,0.2852129636803612,0.20670841541512602,0.8311978443655051,0,3202.7815641885404
1,0.5054727077747759,1,-0.8581272493285061,-1.180066680400228,0.28241545420913083,-1.8408943867076346,-0.649488870003544,1.27399750550875,0.05401993318137,-0.3074919163852741,0.4752676866014548,0.6135248630771185,-0.14772021489607665,0.39158054067052367,0.7918187131473372,0.2852129636803612,0.20670841541512602,0.6444804206376787,0,3048.6747672718016
1,0.5054727077747759,1,-0.522561973076903,-1.3610424667404508,0.28241545420913083,-1.8408943867076346,-0.649488870003544,1.27399750550875,0.19570194357527554,-0.3074919163852741,0.4752676866014548,0.6135248630771185,0.18238239619022723,0.21170536309744864,0.7918187131473372,0.2852129636803612,0.23249536579331695,0.4875213224118941,0,3037.174201653112
